Id,SalePrice
193,110876.5
194,165850.11
195,163249.16
196,170021.0
197,166910.65
198,170021.0
199,131492.698
200,142164.3
201,454112.14
202,395534.19
203,391093.27
204,528297.5
205,312113.46
206,325327.99
207,335427.37
208,352990.89
209,285572.52
210,348014.03
211,232961.0
212,428728.06
213,326025.98
214,254588.61
215,176737.28
216,177530.79
217,207049.5
218,440633.39
219,328858.19
220,328480.2
221,245598.49
222,289811.35
223,167368.75
224,176303.55
225,173239.0
226,170203.8
227,181456.0
228,216367.21
229,195350.84333333332
230,183248.3
231,165778.3
232,275656.37
233,181995.65
234,180539.3
235,179488.65
236,271398.63
237,179488.65
238,339484.39
239,345090.87
240,241199.7
241,271085.62
242,266517.56
243,283843.4
244,294692.58
245,246236.0
246,395217.64
247,202326.9
248,151115.1
249,272381.92
250,258103.57
251,274486.94
252,241386.69
253,234940.5
254,222451.42
255,211351.21666666665
256,178892.8
257,163086.32
258,121971.79
259,192978.0
260,261217.76
261,157105.0
262,117923.75
263,155772.61
264,210434.54
265,253390.5
266,191052.5
267,164921.0
268,181570.8
269,159717.24
270,171020.7
271,127447.98
272,128661.0
273,118585.48
274,123010.0
275,126922.0
276,119292.5
277,342488.45
278,212406.75
279,261525.39
280,207766.0
281,177055.5
282,175084.0
283,180525.39
284,310678.79
285,221361.26
286,293962.84
287,236947.14
288,220935.5
289,161376.37
290,150809.6
291,244864.66
292,133331.0
293,168482.0
294,239846.8
295,176984.0
296,116766.0
297,124331.83
298,149792.0
299,176591.0
300,164553.34
301,163878.71
302,171585.4
303,143517.0
304,139739.1
305,208090.45
306,196597.0
307,192944.0
308,132668.25
309,184525.3
310,126448.67333333334
311,140027.0
312,155520.0
313,131364.0
314,148010.6
315,134675.0
316,110376.0
317,114949.0
318,124501.5
319,124827.64
320,182238.85
321,124929.84
322,90281.0
323,148932.11
324,90188.5
325,132671.5
326,149513.5
327,186836.18
328,61931.0
329,110965.0
330,94792.1
331,230284.7
332,158569.1
333,145259.0
334,147520.2
335,135192.5
336,107718.66
337,134659.0
338,129375.0
339,116579.0
340,132625.5
341,137970.0
342,159803.14
343,167677.5
344,144360.4
345,129405.0
346,141059.04
347,156518.5
348,138385.4
349,115277.79
350,141494.0
351,119827.87
352,123532.02
353,136810.5
354,108890.25
355,80969.0
356,98263.5
357,139683.0
358,174531.85
359,124432.0
360,74621.0
361,159652.68
362,158035.0
363,65024.0
364,149676.52
365,133049.0
366,110754.0
367,125221.0
368,152707.05
369,149621.1
370,189764.7
371,175915.5
372,123760.0
373,157612.0
374,113796.4
375,173776.5
376,165334.0
377,106886.0
378,129209.32
379,95419.0
380,164111.0
381,120585.25
382,123771.25
383,143653.0
384,131197.5
385,142683.0
386,148545.14
387,148650.65
388,56279.0
389,110624.25
390,132144.75
391,160372.5
392,120827.75
393,127950.25
394,166457.34333333335
395,149751.5
396,220125.05
397,123715.04
398,148704.76
399,122976.56
400,155548.01
401,122324.38
402,318385.72
403,318385.72
404,318385.72
405,323985.37
406,335406.86
407,246659.62
408,264904.48
409,200504.33
410,230927.48
411,261567.6
412,161868.18
413,249855.75
414,130929.0
415,211575.73333333337
416,202752.5
417,201529.43333333335
418,203533.49
419,121376.83
420,132076.0
421,230939.18
422,273374.18
423,207623.45
424,228284.95
425,250900.39
426,271799.48
427,203698.3
428,275852.38
429,151667.84
430,126613.0
431,148349.2142857143
432,114177.75
433,143875.84
434,139255.25
435,137294.61
436,128537.75
437,117691.79
438,115396.0
439,123635.0
440,119088.58
441,156944.0
442,116413.04
443,249946.3
444,128948.5
445,191948.0
446,147900.0
447,197985.0
448,118227.16
449,143139.152
450,139146.5
451,196375.5
452,230548.29
453,129158.42
454,78976.0
455,292494.35
456,74132.0
457,290818.72
458,130211.71428571429
459,160421.93216666667
460,179366.0
461,357897.78
462,317881.68
463,220582.5
464,222161.31
465,234344.07
466,396763.18
467,113051.32
468,148565.5
469,123302.1
470,140401.40227272728
471,128580.0
472,130214.64
473,146991.0
474,182752.5
475,171028.57
476,180762.5
477,175982.5
478,145556.0
479,276357.14
480,215410.53
481,184001.5
482,186033.15
483,207620.37333333332
484,307990.41
485,336466.38
486,177393.0
487,318768.8
488,206811.56
489,252285.5
490,190853.29
491,270717.1
492,231126.86
493,172646.25
494,216213.03
495,145002.92
496,313774.57
497,177259.32
498,320000.66
499,193139.0
500,104421.5
501,128891.0
502,103726.5
503,120155.35047619049
504,123985.5
505,170362.45
506,149116.04
507,292972.28
508,341300.06
509,369935.37
510,427783.45
511,443487.86
512,400680.53
513,285737.6
514,336672.29
515,400523.82
516,272061.93
517,343689.53
518,331903.44
519,361992.13
520,199592.7666666667
521,360124.04
522,228542.96
523,206194.96
524,172285.5
525,210597.69333333336
526,227412.19
527,170888.87
528,179608.0
529,199246.86
530,214970.35
531,207049.5
532,209618.9
533,174296.72
534,276167.82
535,209616.04333333336
536,264995.04
537,363306.2
538,390874.6
539,255864.59
540,306850.05
541,264510.2
542,235475.45
543,290211.73
544,290579.22
545,229781.3
546,212406.96
547,248026.3
548,176980.75
549,195865.0
550,189976.48333333337
551,120806.0
552,151382.0
553,177366.0
554,183696.5
555,201839.23333333337
556,191170.5
557,206251.91666666663
558,127094.14
559,128637.83
560,130124.0
561,124687.5
562,177749.0
563,158523.0
564,238832.8
565,436916.88
566,170151.0
567,147625.09
568,149990.5
569,175176.32
570,292228.83
571,251889.9
572,315362.56
573,282219.86
574,162651.37
575,207050.5
576,221211.29
577,230929.73
578,372616.11
579,200053.12
580,411384.34
581,253638.26
582,214515.5
583,189166.0
584,191936.4
585,216385.0
586,142650.31
587,131870.5
588,143982.1
589,130144.05
590,185883.75
591,104954.0
592,148347.5
593,134735.0
594,77725.5
595,161520.32
596,121932.75
597,129645.0
598,209793.2
599,130155.0
600,156478.37
601,178239.96
602,131529.14
603,112924.5
604,141294.0
605,110371.33
606,190751.0
607,123212.87
608,133079.3
609,93254.5
610,118958.5
611,93972.5
612,153125.0
613,132866.83
614,177361.07
615,126937.80666666666
616,131877.33
617,153796.0
618,130412.64
619,149479.32
620,113973.0
621,119391.06
622,133624.05
623,157426.34
624,124038.76
625,137510.25
626,123283.5
627,108412.83
628,125068.0
629,106222.0
630,153644.5
631,123589.22
632,135306.0
633,141320.29
634,124969.52
635,184359.64
636,95405.0
637,93242.5
638,105949.02
639,77295.5
640,110222.5
641,141428.75
642,127589.36
643,94443.5
644,128363.05
645,119779.0
646,105473.0
647,267184.03
648,134406.64
649,110226.0
650,133945.0
651,170776.8
652,167484.0
653,118926.25
654,118552.75
655,148495.87
656,100291.73
657,167441.79
658,120002.36
659,85783.0
660,127671.64
661,83625.0
662,122979.0
663,94442.5
664,231694.5
665,155017.6
666,178237.35
667,215956.75
668,157372.84
669,99298.0
670,149909.68
671,211478.2
672,135369.42
673,129158.0
674,140029.28
675,108353.0
676,91921.0
677,127794.75
678,133003.7
679,148209.5
680,134140.0
681,129793.5
682,131886.0
683,149420.5
684,130403.28
685,134342.6
686,153212.34
687,176300.53
688,150039.74
689,130508.0
690,212737.5
691,116886.5
692,161789.74
693,164075.0
694,107877.5
695,124405.0
696,246545.0
697,230947.03
698,237734.69
699,204674.0
700,162814.32
701,254221.96
702,431314.07
703,352426.85
704,299509.16
705,189720.32
706,144990.7
707,207802.9
708,205684.5
709,207052.11666666667
710,242523.37
711,149283.0
712,149520.5
713,153194.0
714,250812.24
715,337635.7
716,312083.94
717,245091.03
718,277129.48
719,140198.65505050504
720,222427.5
721,187259.8
722,213927.2
723,187516.04
724,133714.5
725,122998.0
726,154608.64
727,147577.0825
728,156376.14
729,203201.7
730,82063.5
731,82063.5
732,90364.5
733,104962.0
734,107514.0
735,107287.75
736,107824.25
737,116963.75
738,154930.1
739,202148.0
740,129344.0
741,118213.83
742,198286.68
743,163618.0
744,162645.0
745,126013.47
746,132160.5
747,225886.88
748,256136.1
749,175396.05
750,118019.66
751,110347.0
752,123068.25
753,89315.0
754,143478.5
755,87055.49
756,157625.25
757,84416.0
758,99391.5
759,82609.66666666667
760,92161.5
761,261659.35
762,251382.4
763,296780.08
764,227868.24
765,180914.61
766,167638.6
767,203938.08333333337
768,271500.41
769,255717.67
770,139707.32
771,208941.69
772,175921.0
773,167010.0
774,298136.91
775,212094.4
776,266550.34
777,359641.39
778,204235.22
779,93874.25
780,156137.68333333335
781,138190.0
782,131826.0
783,136905.5
784,104657.0
785,99226.0
786,123948.5
787,114153.5
788,117713.0
789,115217.75
790,122029.83
791,145832.0
792,185630.0
793,148191.6
794,173210.0
795,190375.0
796,183366.7
797,229274.9
798,156262.64
799,177726.82
800,153350.0
801,191364.68
802,195359.03
803,349732.64
804,464270.68
805,153100.5
806,281000.86
807,351052.86
808,365307.31
809,177071.0
810,180752.75
811,229578.16
812,208134.0
813,156149.0
814,176162.82
815,196149.5833333333
816,192324.35
817,201442.0
818,152083.0
819,97804.88
820,105186.5
821,163846.92
822,184973.0
823,113667.5
824,118349.0
825,140155.26
826,126867.47
827,340020.34
828,276356.2
829,382196.23
830,435352.36
831,313472.69
832,380618.02
833,430827.23
834,391217.92
835,449422.13
836,335596.34
837,306860.72
838,344650.42
839,393548.83
840,343932.83
841,275095.55
842,231918.83
843,260583.35
844,307552.83
845,177833.79
846,177833.79
847,181590.65333333332
848,225383.0
849,285650.72
850,206497.4
851,190126.23333333337
852,183654.65
853,176574.0
854,153859.91
855,162862.95
856,165867.5
857,172982.22
858,171054.0
859,181205.55
860,172588.0
861,265684.22
862,162746.2
863,173492.4841666667
864,179813.3
865,223546.7
866,182606.65
867,205757.9
868,216840.0
869,180199.5
870,184801.5
871,383886.5
872,405418.3
873,329750.46
874,259842.96
875,265256.59
876,387755.4
877,202034.73
878,278534.64
879,232965.0
880,392361.4
881,215963.5
882,270898.21
883,223165.07
884,229215.5
885,289310.57
886,208855.48
887,181955.37
888,258151.93
889,154535.03
890,291027.09
891,233785.3
892,263486.12
893,180519.0
894,118161.75
895,130133.0
896,148830.5
897,193146.55
898,181887.5
899,127204.25
900,130879.0
901,148218.56
902,315300.0
903,137098.76
904,148279.0825
905,232609.95
906,190626.68
907,270364.23
908,190107.85000000003
909,249468.94
910,172069.0
911,173366.28
912,183749.32
913,260770.1
914,386058.78
915,275136.33
916,294130.88
917,338212.56
918,159478.22666666665
919,184291.0
920,145375.0
921,170399.0
922,180712.8
923,205070.55
924,255089.71
925,152929.82
926,135738.0
927,137817.25
928,101626.1
929,112669.83
930,127467.0
931,127973.6
932,115831.0
933,178002.16
934,141989.0
935,210183.0
936,149427.0
937,188272.0
938,120429.0
939,68081.0
940,64376.0
941,109187.5
942,135925.75
943,140957.05
944,144010.75
945,159907.0
946,133452.08333333334
947,132451.64
948,143726.0
949,118082.0
950,181394.0
951,127509.0
952,139714.44
953,131790.5
954,137282.0
955,153199.65
956,114836.0
957,129704.0
958,118194.75
959,130347.0
960,127851.64
961,144960.0
962,104624.0
963,121419.5
964,164315.0
965,201522.7
966,150363.87
967,130455.5
968,166827.58333333334
969,119469.0
970,133215.6
971,135931.5
972,129502.0
973,135388.5
974,147134.87
975,154530.0
976,98841.0
977,126319.0
978,124661.0
979,133751.5
980,128761.5
981,110122.0
982,98934.0
983,113743.47
984,131470.0
985,110663.0
986,158790.0
987,332185.3
988,172182.5
989,116410.0
990,184749.14
991,135128.5
992,248589.26
993,91167.5
994,111327.0
995,134944.6
996,156158.0
997,124168.5
998,118468.54
999,121359.5
1000,166311.0
1001,122986.0
1002,133638.72
1003,131374.14
1004,234519.4
1005,121212.08
1006,113873.58
1007,164010.32
1008,124598.5
1009,123186.4
1010,210443.5
1011,199424.77
1012,201457.99
1013,149154.24
1014,136254.0
1015,242632.68
1016,123795.0
1017,134982.14
1018,162044.0
1019,122229.14
1020,144594.78866666666
1021,127626.25
1022,126214.0
1023,110922.0
1024,144518.5
1025,131171.0
1026,155395.0
1027,159746.33
1028,131286.04
1029,135715.04
1030,139930.0
1031,100821.0
1032,179954.9
1033,147882.55333333334
1034,154631.5
1035,104317.0
1036,197303.5
1037,141733.0
1038,125208.58
1039,89752.0
1040,122956.25
1041,145696.34
1042,145810.84
1043,121142.75
1044,182460.0
1045,222715.78
1046,252341.53
1047,366260.75
1048,252341.53
1049,215859.4
1050,239526.52
1051,170591.53
1052,210378.95
1053,229233.23
1054,277228.7
1055,146618.27666666667
1056,153347.33
1057,127244.64
1058,122237.5
1059,223026.95
1060,210329.15
1061,204503.8
1062,213674.78
1063,121051.83
1064,123311.75
1065,147483.5
1066,145124.6
1067,131009.0
1068,117810.48
1069,128891.0
1070,92244.0
1071,224496.0
1072,233503.59
1073,194814.3
1074,235117.86
1075,335105.45
1076,232723.59
1077,212065.66
1078,194579.9
1079,173821.48
1080,174251.72
1081,181814.25
1082,155056.71
1083,135025.5
1084,104509.0
1085,145463.64
1086,134459.0
1087,143887.3291666667
1088,155289.89
1089,158170.92
1090,251572.99
1091,148349.2142857143
1092,124187.24
1093,82063.5
1094,112251.5
1095,112680.0
1096,93824.0
1097,116058.0
1098,175648.5
1099,124208.8
1100,113792.54
1101,122876.0
1102,117451.78
1103,133316.87
1104,181179.0
1105,126654.42
1106,148165.37
1107,145583.0
1108,188837.7
1109,207320.5
1110,119894.99
1111,154939.15
1112,188727.82133333333
1113,242517.8
1114,322345.3
1115,131705.0
1116,138961.71
1117,172544.0
1118,107334.16666666669
1119,72233.5
1120,144810.58
1121,129668.0
1122,116706.5
1123,254107.05
1124,171144.768
1125,139495.5
1126,210721.91666666663
1127,207797.8
1128,137546.218
1129,147167.4125
1130,214627.0
1131,211449.5
1132,239032.96
1133,232881.5
1134,187232.75
1135,197660.37
1136,340660.86
1137,186312.7
1138,310769.55
1139,333673.06
1140,113141.4
1141,145931.87644444444
1142,107902.25
1143,107339.5
1144,108147.5
1145,98755.5
1146,143023.2
1147,179233.0
1148,186942.0
1149,156340.47
1150,108359.0
1151,155561.38
1152,156712.46
1153,117713.0
1154,129499.5
1155,171598.5
1156,129817.47
1157,160584.38
1158,199428.5
1159,221971.99
1160,178271.65
1161,179213.32
1162,184355.5
1163,262018.28
1164,309981.7
1165,330603.6
1166,164981.46
1167,180086.4
1168,445741.98
1169,495349.62
1170,347169.07
1171,419676.07
1172,414676.33
1173,319892.18
1174,364791.3
1175,149482.5
1176,206306.0
1177,162691.6
1178,280939.37
1179,175812.0
1180,144457.0
1181,121411.5
1182,204744.0
1183,144220.2142857143
1184,131673.42
1185,119682.5
1186,112888.33333333331
1187,113667.5
1188,147393.56083333335
1189,142096.0
1190,146081.76
1191,172450.5
1192,407681.08
1193,251466.73
1194,239873.55
1195,368011.75
1196,328960.75
1197,374238.3
1198,290283.48
1199,329539.43
1200,318280.72
1201,360604.04
1202,344706.08
1203,298918.08
1204,283693.73
1205,334938.38
1206,301104.8
1207,170646.05
1208,180183.55
1209,173812.52
1210,318101.74
1211,180183.55
1212,190543.18
1213,188982.2
1214,175892.95
1215,157097.32
1216,195162.34333333332
1217,193734.9
1218,285349.86
1219,308200.3
1220,297018.23
1221,396837.9
1222,341564.26
1223,516773.52
1224,317786.1
1225,356423.44
1226,293562.51
1227,331191.28
1228,227105.0
1229,215182.18
1230,451746.43
1231,196986.0
1232,121259.29
1233,163319.33
1234,124340.25
1235,193382.0
1236,187812.53
1237,199771.94
1238,180782.5
1239,193886.0
1240,165680.0
1241,153200.32
1242,141557.9
1243,140535.0825
1244,135180.0
1245,128514.0
1246,116747.0
1247,141684.5
1248,127227.64
1249,90650.0
1250,107964.0
1251,298107.9
1252,344438.78
1253,160018.5
1254,154272.65250000003
1255,178681.0
1256,151632.69999999998
1257,189010.01
1258,233395.35
1259,156425.99
1260,173902.25
1261,145905.0
1262,183386.03
1263,150598.495
1264,135813.0
1265,136112.25
1266,143538.5
1267,152537.5
1268,174326.88
1269,139721.14
1270,149501.5
1271,115915.0
1272,125876.0
1273,150337.82
1274,192354.0
1275,121209.5
1276,147112.74
1277,118722.0
1278,141446.75
1279,161546.64
1280,118085.0
1281,150378.68
1282,169401.6
1283,152263.0
1284,144982.46
1285,131773.0
1286,108045.25
1287,149730.26666666666
1288,124095.33
1289,128087.0
1290,127516.0
1291,116713.5
1292,242857.82
1293,159902.0
1294,197582.4
1295,145242.32
1296,86702.5
1297,91428.0
1298,83061.0
1299,165458.28
1300,162191.0
1301,144501.07
1302,127220.5
1303,185413.4
1304,154276.328
1305,308382.2
1306,150019.0
1307,90095.2
1308,150082.74
1309,129339.04
1310,154175.0
1311,135108.83
1312,112896.0
1313,140806.63
1314,172964.0
1315,132350.78
1316,150797.12
1317,156586.0
1318,106416.0
1319,136203.05
1320,113875.0
1321,111845.08333333334
1322,94608.5
1323,112156.9
1324,144442.1
1325,148637.32
1326,74584.0
1327,127048.5
1328,80313.16666666666
1329,233507.07
1330,103837.0
1331,129038.2
1332,80743.0
1333,147745.0
1334,110201.75
1335,109196.28
1336,110246.5
1337,225795.0
1338,127304.75
1339,108945.13
1340,94084.0
1341,127471.0
1342,127206.5
1343,152323.0
1344,110621.16
1345,105625.0
1346,110511.0
1347,129283.76
1348,149734.0
1349,133153.25
1350,139348.0
1351,157418.37
1352,147191.80666666667
1353,145217.8
1354,145500.0
1355,122834.66
1356,226624.18
1357,149709.13
1358,126323.0
1359,181979.62
1360,144217.5
1361,118643.08
1362,202315.5
1363,255535.6
1364,181006.0
1365,118890.0
1366,136820.0
1367,156923.5
1368,176066.0
1369,201956.0
1370,248725.93
1371,181359.79
1372,217616.0
1373,272003.05
1374,236611.87
1375,219863.65
1376,207742.75
1377,190693.65
1378,144389.5
1379,173512.5
1380,206455.31666666665
1381,201103.91666666663
1382,208792.13
1383,154687.46
1384,171979.03333333333
1385,126345.0
1386,201762.63333333336
1387,198526.5
1388,205913.54333333333
1389,210635.1
1390,280601.65
1391,243854.79
1392,240719.05
1393,246222.65
1394,140137.50822510823
1395,194977.9166666667
1396,204482.0
1397,198275.0833333333
1398,185456.66666666663
1399,149389.03
1400,121076.17333333332
1401,134423.5
1402,205535.05
1403,110227.0
1404,259174.33
1405,148349.2142857143
1406,135819.95
1407,91066.16666666669
1408,143690.0
1409,139038.09
1410,151968.5
1411,114450.5
1412,65103.0
1413,117138.5
1414,158745.84
1415,157329.64
1416,152922.35
1417,149552.5
1418,154301.65
1419,149306.86
1420,124069.41
1421,153934.0
1422,149337.0
1423,186279.2
1424,175431.92
1425,163438.5
1426,156630.0
1427,125022.0
1428,146713.14
1429,69321.0
1430,84669.0
1431,162803.96
1432,58718.0
1433,110908.25
1434,66616.0
1435,300151.1
1436,258489.35
1437,188418.0
1438,175632.0
1439,238744.0
1440,166971.25333333333
1441,172443.15
1442,181743.5
1443,287275.92
1444,327600.23
1445,121770.5
1446,204089.72
1447,136886.1
1448,130349.5
1449,137040.3
1450,80283.0
1451,107902.25
1452,139252.5
1453,105684.5
1454,108147.5
1455,108147.5
1456,98755.5
1457,137393.0
1458,113188.0
1459,230784.63
